127.0.0.1 - - [04/Dec/2015:18:45:47 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:44 -0200] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:46 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 3111
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:46 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449262063502 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:46 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449262063503 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:46 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:48 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3271
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:48 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449262063504 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:48 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449262063505 HTTP/1.1" 200 2980
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:51 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 500 1039
0:0:0:0:0:0:0:1 - - [04/Dec/2015:18:47:54 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:02:46 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 500 1039
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:03:43 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 500 1039
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:17 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:18 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:18 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:18 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:22 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449264138134 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:22 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264138135 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:23 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:25 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:26 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264138136 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:22:26 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449264138137 HTTP/1.1" 200 2640
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:17 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:19 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449264197821 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:19 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264197822 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:19 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:20 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264197823 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:20 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449264197824 HTTP/1.1" 200 2640
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:25 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:26 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449264206348 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:27 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264206349 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:27 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:28 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264206350 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:23:28 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449264206351 HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:01 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:02 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449264301819 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:02 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264301820 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:03 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:04 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264301821 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:04 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449264301822 HTTP/1.1" 200 2645
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:32 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:33 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449264332456 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:33 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264332457 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:33 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:34 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449264332458 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:25:34 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449264332459 HTTP/1.1" 200 2652
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:26:42 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:26:42 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:26:42 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
