127.0.0.1 - - [04/Dec/2015:18:45:47 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:16 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:16 -0200] "GET /Hamburgueria/assets/imagem/ofertadodia3.png HTTP/1.1" 200 19693
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:16 -0200] "GET /Hamburgueria/assets/imagem/background.jpg HTTP/1.1" 200 71586
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:18 -0200] "GET /Hamburgueria/assets/imagem/imagem4.png HTTP/1.1" 200 841552
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:18 -0200] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:18 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 3111
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:18 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449265276783 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:18 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265276784 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:18 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:19 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3417
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:19 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265276785 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:19 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449265276786 HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:20 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449265276787 HTTP/1.1" 200 2620
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:20 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:20 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:41:22 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:51 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:53 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449265491575 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:53 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265491576 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:53 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:54 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:54 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265491577 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:54 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449265491578 HTTP/1.1" 200 550
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:54 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449265491579 HTTP/1.1" 200 2620
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:44:54 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:53 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:58 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449265733540 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:58 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265733541 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:48:58 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:49:03 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:49:03 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:49:03 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265733542 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:49:04 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449265733543 HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:49:04 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449265733544 HTTP/1.1" 200 2544
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:26 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:34 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449265886805 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:34 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265886806 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:34 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:35 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:35 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449265886807 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:35 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449265886808 HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [04/Dec/2015:19:51:35 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449265886809 HTTP/1.1" 200 2536
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:12:54 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:12:55 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:02 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449267174822 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:02 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267174823 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:03 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:03 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267174824 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:03 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449267174825 HTTP/1.1" 200 527
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:03 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:03 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449267174826 HTTP/1.1" 200 2536
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/ HTTP/1.1" 200 4388
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 200 1230
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 200 6255
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 200 1292
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 200 104212
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 200 147417
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 200 52091
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 200 84345
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 200 1269
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 200 36816
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 200 15724
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 200 32033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 200 753
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 200 275155
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:26 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:27 -0200] "GET /Hamburgueria/assets/imagem/background.jpg HTTP/1.1" 200 71586
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:27 -0200] "GET /Hamburgueria/assets/imagem/ofertadodia3.png HTTP/1.1" 200 19693
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:28 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 3111
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:28 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449267206817 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:28 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267206818 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:28 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:29 -0200] "GET /Hamburgueria/assets/imagem/imagem4.png HTTP/1.1" 200 841552
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:29 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3417
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:29 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267206819 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:29 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449267206820 HTTP/1.1" 200 527
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:29 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449267206821 HTTP/1.1" 200 2536
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:13:29 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/ HTTP/1.1" 200 4388
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 200 1230
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 200 1269
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 200 84345
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 200 36816
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 200 52091
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 200 104212
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 200 6255
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 200 147417
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:06 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 200 15724
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 200 32033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 200 1292
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 200 753
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 200 275155
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/assets/imagem/background.jpg HTTP/1.1" 200 71586
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:07 -0200] "GET /Hamburgueria/assets/imagem/ofertadodia3.png HTTP/1.1" 200 19693
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:08 -0200] "GET /Hamburgueria/assets/imagem/imagem4.png HTTP/1.1" 200 841552
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 3111
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449267367201 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267367202 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 3111
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.js?_=1449267367203 HTTP/1.1" 200 225
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267367204 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:09 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:10 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3417
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:10 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449267367205 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:10 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449267367206 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:10 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.js?_=1449267367207 HTTP/1.1" 200 2585
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:35 -0200] "GET /Hamburgueria/ HTTP/1.1" 200 4388
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:35 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 200 147417
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:35 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 200 1230
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:35 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 200 104212
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:35 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 200 1292
0:0:0:0:0:0:0:1 - - [04/Dec/2015:20:16:35 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 200 6255
